0,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0.05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.1,0.999999999999997,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,1,0.999999999999999,0.999999999999999,1,0.999999999999999,0.999999999999999,0.999999999999999,1,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,1,0.999999999999999,0.999999999999999,0.999999999999999
0.15,0.999999999675423,0.999999999864503,0.999999999943757,0.999999999976781,0.999999999990464,0.999999999996103,0.999999999998415,0.999999999999358,0.999999999999741,0.999999999999896,0.999999999999959,0.999999999999983,0.999999999999993,0.999999999999998,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999999999999999,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
0.2,0.999999452430995,0.999999710702449,0.999999848006624,0.999999920568641,0.999999958699699,0.999999978629809,0.99999998899344,0.999999994356203,0.999999997118283,0.999999998534554,0.999999999257662,0.999999999625358,0.999999999811599,0.999999999905581,0.999999999952836,0.999999999976515,0.999999999988341,0.999999999994228,0.999999999997151,0.999999999998597,0.999999999999311,0.999999999999662,0.999999999999835,0.999999999999919,0.99999999999996,0.99999999999998,0.99999999999999,0.999999999999995,0.999999999999997,0.999999999999998,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999,0.999999999999999
0.25,0.99992378459337,0.99995225469292,0.999970251340543,0.999981560035871,0.999988626095428,0.999993017500037,0.999995732694605,0.999997403296154,0.999998426391124,0.999999050156164,0.999999428837216,0.999999657794268,0.999999795685984,0.999999878422558,0.999999927887738,0.999999957359637,0.999999974861466,0.999999985222012,0.999999991336496,0.999999994934538,0.99999999704584,0.999999998281385,0.999999999002551,0.999999999422426,0.999999999666295,0.999999999807607,0.999999999889307,0.99999999993644,0.999999999963574,0.999999999979163,0.999999999988103,0.999999999993219,0.999999999996142,0.999999999997808,0.999999999998757,0.999999999999297,0.999999999999603,0.999999999999776,0.999999999999874,0.99999999999993,0.999999999999961,0.999999999999978,0.999999999999988,0.999999999999994,0.999999999999997,0.999999999999999,1,1,1,1,1
0.3,0.997779004714719,0.998417679328402,0.998878517880412,0.999209067160684,0.999444825751897,0.999612073473235,0.999730112123335,0.999813013678876,0.999870966191627,0.999911297645192,0.999939246430696,0.99995853543951,0.999971795960521,0.999980878064414,0.999987076113924,0.999991291429494,0.999994148835386,0.999996079637033,0.999997380349624,0.999998254033363,0.999998839234313,0.999999230147057,0.999999490595966,0.999999663687118,0.999999778443406,0.999999854347497,0.999999904440483,0.999999937427725,0.999999959105024,0.999999973321292,0.999999982626307,0.99999998870525,0.999999992669362,0.999999995249819,0.99999999692671,0.999999998014624,0.999999998719299,0.999999999175031,0.999999999469322,0.999999999659086,0.999999999781276,0.999999999859846,0.999999999910302,0.999999999942662,0.999999999963389,0.99999999997665,0.999999999985124,0.999999999990532,0.99999999999398,0.999999999996177,0.999999999997574
0.35,0.977610025972107,0.982385610340223,0.986209697100187,0.989253715091344,0.991663124446598,0.993559984713547,0.99504568576217,0.996203668114526,0.997102014030807,0.997795834753095,0.998329413347257,0.998738087748387,0.999049876308862,0.999286859814723,0.999466340930619,0.999601805549053,0.999703711556555,0.999780129892609,0.999837261089982,0.999879848212821,0.999911504584458,0.999934972148286,0.999952323878486,0.999965121438635,0.999974537317593,0.999981448965762,0.999986511004091,0.999990210363984,0.999992908213967,0.999994871711149,0.999996297955197,0.999997331994291,0.999998080313408,0.999998620905287,0.999999010766381,0.999999291459536,0.999999493230248,0.999999638044297,0.999999741823542,0.999999816087431,0.999999869155285,0.999999907024872,0.999999934012992,0.999999953221551,0.999999966875978,0.999999976570458,0.999999983445306,0.999999988315025,0.999999991760593,0.999999994195867,0.999999995915269
0.4,0.893862234585863,0.909840680114615,0.923750226409148,0.935786988181905,0.946144376652096,0.955008835651414,0.962556725417031,0.968952207441348,0.974345974202267,0.978874669010931,0.982660850334825,0.985813369011879,0.988428043522205,0.990588536201729,0.992367350710238,0.993826887353567,0.995020507484574,0.995993570907015,0.996784420908461,0.997425300315321,0.997943188943742,0.998360558213927,0.998696042722831,0.998965031454645,0.999180183261548,0.999351872461301,0.999488571042127,0.999597174182448,0.999683275702557,0.999751399763281,0.999805194689119,0.999847594278404,0.999880951414262,0.99990714823898,0.999927686622381,0.999943762156227,0.999956324449632,0.999966126089119,0.999973762262123,0.999979702723231,0.999984317505599,0.999987897542446,0.999990671161239,0.999992817242439,0.99999447569124,0.999995755751255,0.999996742589882,0.999997502503319,0.999998087021955,0.999998536141977,0.999998880864254
0.45,0.70888495192104,0.737812057074614,0.764759726460924,0.789714619327958,0.812693777173151,0.83373998607645,0.852917176841371,0.870306013203198,0.885999780145946,0.900100649504554,0.912716369517606,0.92395739932927,0.933934488707818,0.942756687247856,0.950529755649403,0.957354943793241,0.963328095675482,0.968539039233453,0.973071219125013,0.977001532098887,0.980400327262521,0.983331536933152,0.985852907533215,0.988016303914713,0.989868064379707,0.99144938736866,0.992796734222172,0.99394223552719,0.994914091307958,0.995736957707753,0.996432314839409,0.997018812181224,0.997512589287847,0.997927570704901,0.99827573485482,0.998567357332814,0.998811229547763,0.999014853992593,0.999184617658952,0.999325945245346,0.99944343386686,0.999540970975735,0.999621837160103,0.999688795415358,0.999744168388891,0.999789904992099,0.99982763766009,0.999858731423925,0.999884325846304,0.999905370761764,0.999922656658592
